idMesure,dateMesure,pressionMer,directionVent,vitesseVent,temperature,humidite,nebulosite,pressionStation,hauteurNeige,codStation,codTempsPresent
2667,2018-10-23 15:00:00,\N,170,11.600000,297.850000,66,\N,\N,\N,61976,\N
2668,2018-10-23 15:00:00,101790,190,2.400000,295.350000,63,\N,101640,\N,61980,0
2669,2018-10-23 15:00:00,101030,300,6.700000,287.050000,96,\N,100680,\N,61996,\N
2670,2018-10-23 15:00:00,98610,280,10.300000,273.150000,81,\N,98240,\N,61998,\N
2671,2018-10-23 15:00:00,102520,250,8.300000,281.450000,56,75,102430,0.000000,71805,2
2672,2018-10-23 15:00:00,101350,90,5.600000,304.050000,64,\N,101040,\N,78890,\N
2673,2018-10-23 15:00:00,101430,80,2.400000,303.250000,66,\N,100920,\N,78894,\N
2674,2018-10-23 15:00:00,101370,80,4.200000,302.750000,63,\N,101280,\N,78897,\N
2675,2018-10-23 15:00:00,101360,110,4.000000,303.750000,68,\N,100920,\N,78922,\N
2676,2018-10-23 15:00:00,101300,100,6.100000,303.150000,66,\N,101210,\N,78925,0
2677,2018-10-23 15:00:00,101120,110,3.400000,307.250000,45,\N,101060,\N,81401,\N
2678,2018-10-23 15:00:00,101250,90,4.700000,306.150000,52,75,101160,\N,81405,0
2679,2018-10-23 15:00:00,101190,130,3.100000,306.750000,46,\N,101110,\N,81408,\N
2680,2018-10-23 15:00:00,101200,60,3.000000,306.450000,48,\N,100010,\N,81415,\N
2681,2018-10-23 18:00:00,102860,280,4.900000,285.550000,79,\N,101980,0.000000,7005,0
2682,2018-10-23 18:00:00,102780,270,4.400000,285.050000,67,\N,102210,0.000000,7015,0
2683,2018-10-23 18:00:00,103260,300,6.000000,288.350000,71,75,103160,\N,7020,3
2684,2018-10-23 18:00:00,103190,270,4.600000,285.250000,87,\N,102370,0.000000,7027,0
2685,2018-10-23 18:00:00,103020,290,3.700000,285.250000,84,\N,101170,0.000000,7037,0
2686,2018-10-23 18:00:00,102790,260,1.800000,283.850000,69,\N,101630,0.000000,7072,0
2687,2018-10-23 18:00:00,103520,350,2.500000,283.850000,93,\N,102310,0.000000,7110,0
2688,2018-10-23 18:00:00,103430,270,5.700000,286.050000,87,90,102720,\N,7117,2
2689,2018-10-23 18:00:00,103330,330,2.000000,284.150000,79,\N,102870,0.000000,7130,0
2690,2018-10-23 18:00:00,103140,270,2.800000,284.850000,78,\N,101370,0.000000,7139,0
2691,2018-10-23 18:00:00,102990,290,4.200000,285.950000,68,0,101890,0.000000,7149,1
2692,2018-10-23 18:00:00,102980,220,3.000000,281.350000,76,\N,101520,0.000000,7168,0
2693,2018-10-23 18:00:00,102860,250,4.200000,282.650000,71,\N,98710,\N,7181,0
2694,2018-10-23 18:00:00,102660,230,2.000000,285.250000,53,\N,100830,0.000000,7190,0
2695,2018-10-23 18:00:00,103370,320,2.900000,286.050000,88,90,102840,\N,7207,2
2696,2018-10-23 18:00:00,103260,330,1.300000,285.250000,74,\N,102940,0.000000,7222,0
2697,2018-10-23 18:00:00,103200,280,2.200000,285.550000,67,\N,101830,0.000000,7240,0
2698,2018-10-23 18:00:00,103140,290,1.600000,285.450000,59,\N,101120,0.000000,7255,0
2699,2018-10-23 18:00:00,102990,290,0.700000,284.350000,55,\N,100240,0.000000,7280,0
2700,2018-10-23 18:00:00,102760,260,6.800000,287.050000,50,90,99500,0.000000,7299,21
2701,2018-10-23 18:00:00,103200,20,6.600000,288.850000,63,40,102920,\N,7314,2
2702,2018-10-23 18:00:00,103210,350,2.500000,284.250000,67,\N,101740,0.000000,7335,0
2703,2018-10-23 18:00:00,103100,360,3.600000,284.550000,61,\N,98270,0.000000,7434,0
2704,2018-10-23 18:00:00,103120,10,1.500000,282.550000,69,\N,99160,0.000000,7460,0
2705,2018-10-23 18:00:00,\N,0,0.000000,278.850000,83,\N,93220,0.000000,7471,0
2706,2018-10-23 18:00:00,102880,330,5.200000,285.750000,66,10,99990,0.000000,7481,1
2707,2018-10-23 18:00:00,103070,10,3.100000,288.350000,61,\N,102490,0.000000,7510,0
2708,2018-10-23 18:00:00,102900,300,1.400000,288.450000,52,\N,99790,0.000000,7535,0
2709,2018-10-23 18:00:00,102680,340,6.200000,286.450000,39,\N,94400,0.000000,7558,0
2710,2018-10-23 18:00:00,102430,360,9.700000,289.550000,50,\N,101540,0.000000,7577,0
2711,2018-10-23 18:00:00,\N,350,1.200000,283.950000,58,\N,92240,\N,7591,0
2712,2018-10-23 18:00:00,103010,0,0.000000,285.950000,84,\N,102290,0.000000,7607,0
2713,2018-10-23 18:00:00,103080,200,2.200000,283.650000,87,\N,98700,\N,7621,0
2714,2018-10-23 18:00:00,103050,240,1.900000,284.850000,84,\N,98090,0.000000,7627,0
2715,2018-10-23 18:00:00,102930,280,3.300000,287.650000,72,\N,101120,0.000000,7630,0
2716,2018-10-23 18:00:00,102320,290,2.000000,289.650000,62,\N,102220,\N,7643,0
2717,2018-10-23 18:00:00,102150,330,4.500000,289.550000,53,\N,101770,0.000000,7650,0
2718,2018-10-23 18:00:00,102030,280,3.900000,289.050000,78,\N,100570,\N,7661,\N
2719,2018-10-23 18:00:00,101990,320,3.500000,290.650000,72,0,101680,0.000000,7690,2
2720,2018-10-23 18:00:00,102500,330,6.900000,292.350000,41,\N,101980,0.000000,7747,0
2721,2018-10-23 18:00:00,102010,50,2.300000,288.750000,69,\N,101900,0.000000,7761,0
2722,2018-10-23 18:00:00,101970,50,1.200000,286.050000,79,\N,101820,0.000000,7790,0
2723,2018-10-23 18:00:00,101660,80,3.100000,299.750000,72,\N,101610,\N,61968,\N
2724,2018-10-23 18:00:00,102540,150,8.600000,295.250000,59,\N,102470,\N,61972,\N
2725,2018-10-23 18:00:00,\N,180,12.000000,297.650000,65,\N,\N,\N,61976,\N
2726,2018-10-23 18:00:00,101950,180,3.300000,293.050000,66,\N,101800,\N,61980,0
2727,2018-10-23 18:00:00,100990,310,8.200000,287.150000,97,\N,100640,\N,61996,\N
2728,2018-10-23 18:00:00,101750,210,6.400000,298.550000,79,\N,101670,\N,67005,0
2729,2018-10-23 18:00:00,102590,250,7.500000,281.050000,52,\N,102500,\N,71805,0
2730,2018-10-23 18:00:00,101170,90,4.700000,304.450000,60,\N,100860,\N,78890,\N
2731,2018-10-23 18:00:00,101240,60,6.300000,301.850000,70,\N,100730,\N,78894,\N
2732,2018-10-23 18:00:00,101200,110,2.600000,301.850000,76,\N,101110,\N,78897,\N
2733,2018-10-23 18:00:00,101190,80,4.800000,303.050000,70,\N,100750,\N,78922,\N
2734,2018-10-23 18:00:00,101150,120,7.300000,303.850000,63,\N,101060,\N,78925,0
2735,2018-10-23 18:00:00,100870,80,3.900000,308.350000,40,\N,100810,\N,81401,\N
2736,2018-10-23 18:00:00,101010,80,5.400000,306.250000,49,\N,100920,\N,81405,0
2737,2018-10-23 18:00:00,100930,130,3.300000,308.350000,37,\N,100850,\N,81408,\N
2738,2018-10-23 18:00:00,100910,110,3.200000,307.350000,40,\N,99730,\N,81415,\N
2739,2018-10-23 18:00:00,98580,170,8.700000,257.350000,43,\N,98020,\N,89642,\N
2740,2018-10-23 21:00:00,102910,290,4.000000,284.650000,81,\N,102030,0.000000,7005,0
2741,2018-10-23 21:00:00,102800,270,4.300000,283.050000,83,\N,102220,0.000000,7015,0
2742,2018-10-23 21:00:00,103240,320,9.100000,288.250000,81,75,103140,\N,7020,2
2743,2018-10-23 21:00:00,103210,290,3.900000,284.250000,94,\N,102390,0.000000,7027,0
2744,2018-10-23 21:00:00,103060,290,2.500000,284.150000,90,\N,101210,0.000000,7037,0
2745,2018-10-23 21:00:00,102870,270,2.500000,283.250000,80,\N,101700,0.000000,7072,0
2746,2018-10-23 21:00:00,103470,340,1.700000,282.850000,97,100,102260,0.000000,7110,44
2747,2018-10-23 21:00:00,103370,310,3.300000,286.550000,81,\N,102660,\N,7117,\N
2748,2018-10-23 21:00:00,103260,280,2.600000,282.250000,97,\N,102800,0.000000,7130,0
2749,2018-10-23 21:00:00,103150,330,1.000000,283.750000,84,\N,101380,0.000000,7139,0
2750,2018-10-23 21:00:00,103020,300,2.800000,284.150000,81,0,101920,0.000000,7149,2
2751,2018-10-23 21:00:00,103020,350,1.200000,282.850000,73,\N,101570,0.000000,7168,0
2752,2018-10-23 21:00:00,102900,250,2.500000,281.450000,73,\N,98740,\N,7181,0
2753,2018-10-23 21:00:00,102770,240,4.000000,286.750000,51,100,100950,0.000000,7190,0
2754,2018-10-23 21:00:00,103330,350,4.400000,285.450000,76,\N,102800,\N,7207,\N
2755,2018-10-23 21:00:00,103240,310,1.600000,280.950000,90,\N,102920,0.000000,7222,0
2756,2018-10-23 21:00:00,103160,280,1.200000,282.150000,83,\N,101780,0.000000,7240,0
2757,2018-10-23 21:00:00,103160,280,1.600000,282.350000,69,\N,101120,0.000000,7255,0
2758,2018-10-23 21:00:00,103080,40,1.800000,279.950000,68,\N,100280,0.000000,7280,0
2759,2018-10-23 21:00:00,102870,270,4.800000,286.350000,52,90,99600,0.000000,7299,3
2760,2018-10-23 21:00:00,103240,20,5.100000,287.250000,65,60,102960,\N,7314,3
2761,2018-10-23 21:00:00,103220,330,2.000000,281.350000,79,\N,101730,0.000000,7335,0
2762,2018-10-23 21:00:00,103140,10,3.000000,283.450000,63,\N,98290,0.000000,7434,0
2763,2018-10-23 21:00:00,103220,250,1.500000,278.950000,83,\N,99210,0.000000,7460,0
2764,2018-10-23 21:00:00,\N,250,0.700000,276.150000,90,\N,93300,0.000000,7471,0
2765,2018-10-23 21:00:00,102920,320,1.500000,282.950000,80,0,100000,0.000000,7481,1
2766,2018-10-23 21:00:00,103140,310,0.900000,284.550000,68,\N,102550,0.000000,7510,0
2767,2018-10-23 21:00:00,102990,360,1.400000,285.250000,55,\N,99840,0.000000,7535,0
2768,2018-10-23 21:00:00,102820,10,5.400000,284.650000,37,\N,94470,0.000000,7558,0
2769,2018-10-23 21:00:00,102550,20,6.700000,287.950000,51,\N,101660,0.000000,7577,0
2770,2018-10-23 21:00:00,\N,0,0.000000,280.250000,72,\N,92330,\N,7591,0
2771,2018-10-23 21:00:00,103130,260,1.500000,283.250000,95,\N,102400,0.000000,7607,0
2772,2018-10-23 21:00:00,103150,150,2.300000,282.050000,95,\N,98740,\N,7621,0
2773,2018-10-23 21:00:00,103130,0,0.000000,281.350000,95,\N,98110,0.000000,7627,0
2774,2018-10-23 21:00:00,102990,270,2.800000,286.450000,71,\N,101180,0.000000,7630,0
2775,2018-10-23 21:00:00,102390,10,3.600000,286.650000,68,\N,102290,\N,7643,0
2776,2018-10-23 21:00:00,102120,130,2.400000,285.050000,76,\N,101730,0.000000,7650,0
2777,2018-10-23 21:00:00,101930,280,1.500000,288.350000,86,\N,100470,\N,7661,\N
2778,2018-10-23 21:00:00,101860,320,4.300000,290.450000,56,0,101550,0.000000,7690,2
2779,2018-10-23 21:00:00,102490,320,10.000000,291.650000,50,\N,101970,0.000000,7747,0
2780,2018-10-23 21:00:00,102030,40,3.200000,285.650000,77,\N,101920,0.000000,7761,0
2781,2018-10-23 21:00:00,101930,250,1.600000,286.350000,66,\N,101780,0.000000,7790,0
2782,2018-10-23 21:00:00,101600,100,3.400000,299.650000,78,\N,101550,\N,61968,\N
2783,2018-10-23 21:00:00,102480,150,8.300000,294.750000,60,\N,102410,\N,61972,\N
2784,2018-10-23 21:00:00,\N,180,11.000000,297.350000,65,\N,\N,\N,61976,\N
2785,2018-10-23 21:00:00,101900,250,2.300000,293.550000,60,\N,101750,\N,61980,0
2786,2018-10-23 21:00:00,98740,280,11.800000,273.450000,68,\N,98370,\N,61998,\N
2787,2018-10-23 21:00:00,102690,240,3.600000,278.750000,69,100,102600,0.000000,71805,0
2788,2018-10-23 21:00:00,101150,70,4.500000,302.050000,66,\N,100830,\N,78890,\N
2789,2018-10-23 21:00:00,101210,60,5.400000,302.550000,66,\N,100700,\N,78894,\N
2790,2018-10-23 21:00:00,101170,140,2.200000,300.550000,86,\N,101080,\N,78897,\N
2791,2018-10-23 21:00:00,101170,90,5.100000,301.150000,69,\N,100730,\N,78922,\N
2792,2018-10-23 21:00:00,101140,90,3.600000,300.650000,79,90,\N,\N,78925,0
2793,2018-10-23 21:00:00,100930,60,3.200000,302.750000,60,\N,100870,\N,81401,\N
2794,2018-10-23 21:00:00,101050,80,4.500000,302.150000,67,\N,100960,\N,81405,0
2795,2018-10-23 21:00:00,100990,100,3.100000,303.750000,54,\N,100910,\N,81408,\N
2796,2018-10-23 21:00:00,100920,80,1.500000,305.250000,49,\N,99730,\N,81415,\N
2797,2018-10-23 21:00:00,98610,150,5.700000,258.650000,36,0,98050,\N,89642,\N
2798,2018-10-24 00:00:00,102880,300,4.800000,285.850000,84,\N,102000,0.000000,7005,0
2799,2018-10-24 00:00:00,102740,260,3.700000,284.550000,86,100,102170,0.000000,7015,0
2800,2018-10-24 00:00:00,103250,320,5.100000,288.050000,75,90,103150,\N,7020,3
2801,2018-10-24 00:00:00,103170,270,3.300000,284.150000,92,\N,102350,0.000000,7027,0
2802,2018-10-24 00:00:00,103000,280,3.800000,284.150000,92,\N,101150,0.000000,7037,0
2803,2018-10-24 00:00:00,102850,290,1.600000,279.950000,88,\N,101670,0.000000,7072,0
2804,2018-10-24 00:00:00,103390,10,2.900000,283.650000,98,\N,102180,0.000000,7110,0
2805,2018-10-24 00:00:00,103330,280,1.600000,286.050000,86,\N,102620,\N,7117,\N
2806,2018-10-24 00:00:00,103240,250,0.800000,281.950000,99,\N,102780,0.000000,7130,44
2807,2018-10-24 00:00:00,103100,130,0.900000,285.450000,82,\N,101340,0.000000,7139,0
2808,2018-10-24 00:00:00,103000,250,2.000000,281.350000,95,0,101890,0.000000,7149,2
2809,2018-10-24 00:00:00,102970,330,1.800000,281.050000,85,\N,101510,0.000000,7168,0
2810,2018-10-24 00:00:00,102860,230,3.400000,280.050000,81,\N,98680,\N,7181,0
2811,2018-10-24 00:00:00,102660,240,3.600000,282.650000,70,\N,100810,0.000000,7190,0
2812,2018-10-24 00:00:00,103290,10,3.600000,283.150000,82,\N,102760,\N,7207,\N
2813,2018-10-24 00:00:00,103190,310,0.800000,279.350000,95,\N,102860,0.000000,7222,0
2814,2018-10-24 00:00:00,103160,270,0.900000,280.850000,94,\N,101770,0.000000,7240,0
2815,2018-10-24 00:00:00,103130,230,1.100000,278.650000,80,\N,101060,0.000000,7255,0
2816,2018-10-24 00:00:00,103010,180,1.200000,278.250000,82,\N,100200,0.000000,7280,0
2817,2018-10-24 00:00:00,102800,240,5.200000,283.650000,62,\N,99500,0.000000,7299,0
2818,2018-10-24 00:00:00,103210,10,4.700000,287.050000,74,25,102930,\N,7314,1
2819,2018-10-24 00:00:00,103200,340,2.900000,280.650000,89,\N,101710,\N,7335,0
2820,2018-10-24 00:00:00,103130,50,2.300000,281.050000,71,\N,98240,0.000000,7434,0
2821,2018-10-24 00:00:00,103230,230,1.700000,276.150000,88,\N,99180,0.000000,7460,0
2822,2018-10-24 00:00:00,\N,160,0.600000,274.950000,90,\N,93290,0.000000,7471,0
2823,2018-10-24 00:00:00,102990,320,1.500000,281.950000,82,0,100060,0.000000,7481,1
2824,2018-10-24 00:00:00,103120,310,1.400000,281.150000,81,\N,102520,0.000000,7510,0
2825,2018-10-24 00:00:00,103020,220,1.000000,279.150000,84,\N,99800,0.000000,7535,0
2826,2018-10-24 00:00:00,102790,30,3.300000,283.450000,41,\N,94410,0.000000,7558,0
2827,2018-10-24 00:00:00,102530,10,7.400000,287.050000,55,\N,101640,0.000000,7577,0
2828,2018-10-24 00:00:00,\N,0,0.000000,278.150000,79,\N,92250,\N,7591,0
2829,2018-10-24 00:00:00,103090,280,1.200000,281.250000,99,101,102360,0.000000,7607,45
2830,2018-10-24 00:00:00,103180,250,1.200000,281.850000,96,100,98770,\N,7621,0
2831,2018-10-24 00:00:00,103210,150,1.200000,280.050000,95,\N,98160,0.000000,7627,0
2832,2018-10-24 00:00:00,102970,180,1.500000,282.950000,87,\N,101130,0.000000,7630,0
2833,2018-10-24 00:00:00,102210,300,2.900000,288.250000,40,\N,102110,\N,7643,0
2834,2018-10-24 00:00:00,102010,350,3.000000,283.350000,81,\N,101620,0.000000,7650,0
2835,2018-10-24 00:00:00,101800,30,1.300000,288.750000,73,\N,100340,\N,7661,\N
2836,2018-10-24 00:00:00,101740,320,4.700000,290.950000,46,0,101430,0.000000,7690,2
2837,2018-10-24 00:00:00,102390,310,11.900000,290.850000,55,\N,101860,0.000000,7747,0
2838,2018-10-24 00:00:00,101930,40,3.900000,284.150000,80,\N,101820,0.000000,7761,0
2839,2018-10-24 00:00:00,101780,210,4.500000,286.850000,59,\N,101640,0.000000,7790,0
2840,2018-10-24 00:00:00,101440,100,4.900000,298.950000,80,\N,101390,\N,61968,\N
2841,2018-10-24 00:00:00,102260,150,8.800000,294.750000,62,\N,102190,\N,61972,\N
2842,2018-10-24 00:00:00,\N,180,9.700000,297.150000,67,\N,\N,\N,61976,\N
2843,2018-10-24 00:00:00,101850,150,1.900000,291.250000,74,\N,101700,\N,61980,0
2844,2018-10-24 00:00:00,100820,310,5.700000,286.750000,98,\N,100470,\N,61996,\N
2845,2018-10-24 00:00:00,98930,270,12.900000,273.250000,70,\N,98560,\N,61998,\N
2846,2018-10-24 00:00:00,101570,180,8.000000,299.050000,78,90,101490,\N,67005,0
2847,2018-10-24 00:00:00,102810,290,1.900000,277.050000,79,\N,102720,\N,71805,0
2848,2018-10-24 00:00:00,101320,90,5.100000,300.650000,71,\N,101000,\N,78890,\N
2849,2018-10-24 00:00:00,101350,60,3.900000,300.250000,75,\N,100840,\N,78894,\N
2850,2018-10-24 00:00:00,101360,90,0.600000,298.050000,96,\N,101270,\N,78897,\N
2851,2018-10-24 00:00:00,101350,110,5.100000,300.250000,78,\N,100910,\N,78922,\N
2852,2018-10-24 00:00:00,101320,60,2.300000,298.750000,80,\N,101230,\N,78925,0
2853,2018-10-24 00:00:00,101140,70,2.700000,299.150000,86,\N,101080,\N,81401,\N
2854,2018-10-24 00:00:00,101250,80,3.400000,299.050000,85,\N,101160,\N,81405,0
2855,2018-10-24 00:00:00,101230,110,1.000000,299.450000,80,\N,101150,\N,81408,\N
2856,2018-10-24 00:00:00,101150,0,0.000000,298.850000,83,\N,99940,\N,81415,\N
2857,2018-10-24 00:00:00,98530,180,2.100000,260.850000,39,0,97980,\N,89642,2
2858,2018-10-24 03:00:00,102820,290,3.000000,284.450000,91,\N,101940,0.000000,7005,0
2859,2018-10-24 03:00:00,102660,260,4.200000,285.450000,88,100,102090,0.000000,7015,0
2860,2018-10-24 03:00:00,103170,340,2.800000,287.750000,79,90,103070,\N,7020,2
2861,2018-10-24 03:00:00,103110,290,2.700000,283.150000,96,\N,102280,0.000000,7027,0
2862,2018-10-24 03:00:00,102930,290,4.400000,284.350000,96,\N,101080,0.000000,7037,0
2863,2018-10-24 03:00:00,102790,320,1.100000,281.350000,94,100,101620,0.000000,7072,0
2864,2018-10-24 03:00:00,103330,0,0.000000,280.650000,96,101,102110,0.000000,7110,45
2865,2018-10-24 03:00:00,103250,240,1.300000,285.550000,91,\N,102540,\N,7117,\N
2866,2018-10-24 03:00:00,103160,290,2.900000,282.650000,99,\N,102700,0.000000,7130,10
2867,2018-10-24 03:00:00,103040,120,0.800000,283.850000,91,\N,101270,0.000000,7139,0
2868,2018-10-24 03:00:00,102900,310,2.600000,283.250000,94,0,101800,0.000000,7149,2
2869,2018-10-24 03:00:00,102890,310,2.700000,280.550000,92,\N,101430,0.000000,7168,0
2870,2018-10-24 03:00:00,102810,220,3.100000,278.550000,91,\N,98610,\N,7181,0
2871,2018-10-24 03:00:00,102560,210,2.800000,284.950000,66,100,100730,0.000000,7190,0
2872,2018-10-24 03:00:00,103230,320,1.500000,284.250000,83,\N,102700,\N,7207,\N
2873,2018-10-24 03:00:00,103160,330,0.800000,278.950000,96,\N,102830,0.000000,7222,10
2874,2018-10-24 03:00:00,103090,300,1.400000,280.050000,97,\N,101700,0.000000,7240,0
2875,2018-10-24 03:00:00,103050,310,1.900000,278.950000,87,\N,100990,0.000000,7255,0
2876,2018-10-24 03:00:00,102950,120,1.200000,276.550000,89,\N,100120,0.000000,7280,0
2877,2018-10-24 03:00:00,102740,260,4.300000,283.750000,63,90,99440,0.000000,7299,3
2878,2018-10-24 03:00:00,103110,10,5.700000,285.850000,84,25,102830,\N,7314,2
2879,2018-10-24 03:00:00,103090,320,2.500000,279.150000,97,\N,101600,0.000000,7335,0
2880,2018-10-24 03:00:00,102990,70,1.400000,281.250000,73,\N,98110,0.000000,7434,0
2881,2018-10-24 03:00:00,103080,40,1.700000,277.950000,78,\N,99060,0.000000,7460,0
2882,2018-10-24 03:00:00,\N,300,1.600000,275.150000,93,\N,93120,0.000000,7471,0
2883,2018-10-24 03:00:00,102840,280,2.000000,280.950000,83,25,99900,0.000000,7481,1
2884,2018-10-24 03:00:00,103050,280,1.800000,279.750000,88,\N,102450,0.000000,7510,0
2885,2018-10-24 03:00:00,102960,150,1.000000,277.050000,90,\N,99720,0.000000,7535,0
2886,2018-10-24 03:00:00,102660,20,2.200000,283.750000,35,\N,94300,0.000000,7558,0
2887,2018-10-24 03:00:00,102400,20,8.700000,285.450000,62,\N,101500,0.000000,7577,0
2888,2018-10-24 03:00:00,\N,50,1.600000,277.050000,79,\N,92150,\N,7591,0
2889,2018-10-24 03:00:00,103040,0,0.000000,280.550000,99,101,102310,0.000000,7607,45
2890,2018-10-24 03:00:00,103110,210,2.100000,278.950000,93,\N,98650,\N,7621,0
2891,2018-10-24 03:00:00,103100,260,1.100000,279.550000,95,\N,98050,0.000000,7627,0
2892,2018-10-24 03:00:00,102920,280,2.500000,282.650000,90,\N,101080,0.000000,7630,0
2893,2018-10-24 03:00:00,102130,310,2.000000,285.850000,46,\N,102030,\N,7643,0
2894,2018-10-24 03:00:00,101850,150,1.900000,281.550000,86,\N,101460,0.000000,7650,0
2895,2018-10-24 03:00:00,101610,10,1.900000,288.850000,66,\N,100150,\N,7661,\N
2896,2018-10-24 03:00:00,101600,350,4.500000,288.950000,49,0,101290,0.000000,7690,2
2897,2018-10-24 03:00:00,102220,320,9.100000,291.650000,40,\N,101700,0.000000,7747,0
2898,2018-10-24 03:00:00,101780,40,3.300000,283.650000,79,\N,101670,0.000000,7761,0
2899,2018-10-24 03:00:00,101610,220,4.600000,287.350000,52,\N,101470,0.000000,7790,0
2900,2018-10-24 03:00:00,101530,110,2.700000,298.250000,83,\N,101480,\N,61968,\N
2901,2018-10-24 03:00:00,102220,140,7.900000,295.150000,61,\N,102150,\N,61972,\N
2902,2018-10-24 03:00:00,\N,170,10.400000,297.250000,63,\N,\N,\N,61976,\N
2903,2018-10-24 03:00:00,102010,160,3.200000,292.950000,76,\N,101860,\N,61980,0
2904,2018-10-24 03:00:00,101000,300,5.700000,286.850000,97,\N,100650,\N,61996,\N
2905,2018-10-24 03:00:00,99190,270,12.900000,273.950000,74,75,98820,\N,61998,87
2906,2018-10-24 03:00:00,102850,10,1.600000,275.750000,81,\N,102760,\N,71805,0
2907,2018-10-24 03:00:00,101330,90,5.400000,300.450000,73,\N,101010,\N,78890,\N
2908,2018-10-24 03:00:00,101390,70,2.100000,299.950000,76,\N,100880,\N,78894,\N
2909,2018-10-24 03:00:00,101370,130,0.900000,296.850000,97,\N,101280,\N,78897,\N
2910,2018-10-24 03:00:00,101370,110,4.800000,300.250000,79,\N,100930,\N,78922,\N
2911,2018-10-24 03:00:00,101350,60,2.000000,297.650000,89,\N,101260,\N,78925,0
2912,2018-10-24 03:00:00,101140,100,0.900000,297.450000,93,\N,101080,\N,81401,\N
2913,2018-10-24 03:00:00,101230,110,1.600000,298.150000,87,\N,101140,\N,81405,0
2914,2018-10-24 03:00:00,101220,290,0.500000,296.450000,93,\N,101140,\N,81408,\N
2915,2018-10-24 03:00:00,101190,60,1.800000,297.850000,84,\N,99970,\N,81415,\N
2916,2018-10-24 06:00:00,102830,310,3.800000,285.050000,92,\N,101950,0.000000,7005,0
2917,2018-10-24 06:00:00,102710,290,3.900000,286.150000,90,100,102140,0.000000,7015,0
2918,2018-10-24 06:00:00,103120,320,2.300000,287.850000,83,90,103020,\N,7020,2
2919,2018-10-24 06:00:00,103090,290,2.900000,282.350000,96,\N,102260,0.000000,7027,0
2920,2018-10-24 06:00:00,102970,300,3.900000,284.750000,96,\N,101120,0.000000,7037,0
2921,2018-10-24 06:00:00,102760,290,1.900000,283.850000,91,100,101600,0.000000,7072,0
2922,2018-10-24 06:00:00,103270,350,1.700000,282.250000,98,100,102060,0.000000,7110,44
2923,2018-10-24 06:00:00,103190,250,2.300000,284.750000,95,75,102480,\N,7117,2
2924,2018-10-24 06:00:00,103130,250,1.500000,283.350000,100,101,102670,0.000000,7130,45
2925,2018-10-24 06:00:00,103030,50,0.500000,282.150000,95,\N,101250,0.000000,7139,0
2926,2018-10-24 06:00:00,102920,330,2.800000,285.450000,92,90,101820,0.000000,7149,3
2927,2018-10-24 06:00:00,102940,110,0.600000,279.650000,96,75,101470,0.000000,7168,0
2928,2018-10-24 06:00:00,102790,240,3.500000,280.150000,93,100,98610,\N,7181,0
2929,2018-10-24 06:00:00,102510,180,4.400000,284.150000,68,100,100680,0.000000,7190,0
2930,2018-10-24 06:00:00,103160,340,2.500000,284.250000,90,\N,102630,\N,7207,\N
2931,2018-10-24 06:00:00,103100,320,1.800000,280.750000,97,100,102780,0.000000,7222,44
2932,2018-10-24 06:00:00,103060,350,0.500000,279.450000,97,\N,101670,0.000000,7240,0
2933,2018-10-24 06:00:00,103060,250,1.100000,278.250000,93,\N,100990,0.000000,7255,0
2934,2018-10-24 06:00:00,102980,230,1.200000,276.750000,91,\N,100150,0.000000,7280,0
2935,2018-10-24 06:00:00,102740,250,2.800000,283.750000,64,90,99440,0.000000,7299,2
2936,2018-10-24 06:00:00,103070,30,3.500000,284.750000,91,100,102790,\N,7314,3
2937,2018-10-24 06:00:00,103050,330,1.200000,279.450000,98,101,101560,0.000000,7335,45
2938,2018-10-24 06:00:00,102980,360,1.700000,281.150000,81,\N,98100,0.000000,7434,0
2939,2018-10-24 06:00:00,103090,140,0.900000,275.250000,89,\N,99030,0.000000,7460,0
2940,2018-10-24 06:00:00,\N,250,1.000000,273.850000,95,\N,93080,0.000000,7471,0
2941,2018-10-24 06:00:00,102870,360,3.000000,279.450000,86,0,99910,0.000000,7481,1
2942,2018-10-24 06:00:00,103020,310,1.000000,279.050000,93,\N,102420,0.000000,7510,10
2943,2018-10-24 06:00:00,102960,190,1.200000,276.250000,96,\N,99710,0.000000,7535,0
2944,2018-10-24 06:00:00,102630,20,4.500000,281.850000,39,\N,94220,0.000000,7558,0
2945,2018-10-24 06:00:00,102330,10,8.900000,285.550000,57,\N,101430,0.000000,7577,0
2946,2018-10-24 06:00:00,\N,330,0.700000,275.950000,84,\N,92060,\N,7591,0
2947,2018-10-24 06:00:00,103000,0,0.000000,281.550000,100,101,102270,0.000000,7607,45
2948,2018-10-24 06:00:00,103020,190,3.500000,280.350000,97,101,98590,\N,7621,0
2949,2018-10-24 06:00:00,103080,0,0.000000,277.650000,96,\N,97990,0.000000,7627,0
2950,2018-10-24 06:00:00,102900,310,3.000000,282.050000,93,\N,101060,0.000000,7630,0
2951,2018-10-24 06:00:00,102020,310,2.500000,286.250000,45,\N,101920,\N,7643,0
2952,2018-10-24 06:00:00,101760,10,2.100000,286.050000,58,\N,101370,0.000000,7650,0
2953,2018-10-24 06:00:00,101530,270,3.000000,288.150000,58,0,100070,\N,7661,0
2954,2018-10-24 06:00:00,101500,350,4.100000,288.650000,47,10,101190,0.000000,7690,3
2955,2018-10-24 06:00:00,102150,310,11.000000,291.750000,38,\N,101630,0.000000,7747,0
